LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),LOCATION Latitude : ,LOCATION Longitude : ,YYYY-MO-DD HH-MI-SS_SSS,Annotation,,
-0.8716,-0.5163,0.9404,49.277264,7.033313,2019-05-29 12:03:47:915,,,
-2.204,-1.2124,4.5303,49.277264,7.033313,2019-05-29 12:03:48:016,,,
-0.0912,-0.7886,-4.4657,49.277264,7.033313,2019-05-29 12:03:48:116,,,
0.9984,0.4863,-0.0871,49.277264,7.033313,2019-05-29 12:03:48:215,,,
3.2397,1.673,-0.9728,49.277264,7.033313,2019-05-29 12:03:48:316,,,
2.731,-0.1739,1.0907,49.277264,7.033313,2019-05-29 12:03:48:417,,,
1.8587,-0.6655,1.658,49.277264,7.033313,2019-05-29 12:03:48:516,,,
0.7158,-2.7989,3.3067,49.277264,7.033313,2019-05-29 12:03:48:615,,,
1.1819,-0.6239,2.2309,49.277264,7.033313,2019-05-29 12:03:48:716,,,
-0.2625,-0.4565,0.3294,49.277264,7.033313,2019-05-29 12:03:48:816,,,
0.355,-0.9286,1.1751,49.277264,7.033313,2019-05-29 12:03:48:916,,,
0.3778,-1.4608,0.8946,49.277264,7.033313,2019-05-29 12:03:49:015,,,
2.9194,-2.1864,1.1357,49.277264,7.033313,2019-05-29 12:03:49:116,,,
0.8227,-3.3636,-0.0842,49.277264,7.033313,2019-05-29 12:03:49:221,,,
3.4012,-4.2737,1.5926,49.277264,7.033313,2019-05-29 12:03:49:315,,,
4.4671,-1.4847,4.7913,49.277264,7.033313,2019-05-29 12:03:49:417,,,
1.0358,0.6871,2.8118,49.277264,7.033313,2019-05-29 12:03:49:516,,,
1.6743,-0.9165,1.0776,49.277264,7.033313,2019-05-29 12:03:49:617,,,
-0.9182,-1.0483,-0.363,49.277264,7.033313,2019-05-29 12:03:49:716,,,
-0.992,-0.4185,-0.6054,49.277264,7.033313,2019-05-29 12:03:49:816,,,
-2.2525,1.4394,0.9779,49.277264,7.033313,2019-05-29 12:03:49:916,,,
-2.2411,1.2868,1.2393,49.277264,7.033313,2019-05-29 12:03:50:016,,,
-0.7578,0.0521,1.9542,49.277264,7.033313,2019-05-29 12:03:50:116,,,
-1.3496,0.176,-0.2116,49.277264,7.033313,2019-05-29 12:03:50:215,,,
1.261,0.2063,-1.2082,49.277264,7.033313,2019-05-29 12:03:50:316,,,
2.591,0.7228,-0.0554,49.277264,7.033313,2019-05-29 12:03:50:417,,,
1.4977,-0.8077,2.711,49.277264,7.033313,2019-05-29 12:03:50:516,,,
0.1896,-2.3084,2.6306,49.277264,7.033313,2019-05-29 12:03:50:617,,,
-1.596,-2.2984,-0.2298,49.277264,7.033313,2019-05-29 12:03:50:715,,,
-2.392,-0.8437,-2.2072,49.277264,7.033313,2019-05-29 12:03:50:816,,,
-1.6915,-0.2154,-0.3025,49.277264,7.033313,2019-05-29 12:03:50:915,,,
-2.664,-1.4656,4.5395,49.277264,7.033313,2019-05-29 12:03:51:015,,,
-1.2216,-1.4235,-1.0858,49.277264,7.033313,2019-05-29 12:03:51:116,,,
-0.1153,-0.6482,-1.3066,49.277264,7.033313,2019-05-29 12:03:51:215,,,
2.4039,0.6842,0.0642,49.277264,7.033313,2019-05-29 12:03:51:315,,,
3.7538,0.599,0.9218,49.277264,7.033313,2019-05-29 12:03:51:415,,,
1.2774,-1.2287,0.5338,49.277264,7.033313,2019-05-29 12:03:51:516,,,
0.014,-2.0255,-0.7831,49.277264,7.033313,2019-05-29 12:03:51:616,,,
-1.507,-0.3519,2.1971,49.277264,7.033313,2019-05-29 12:03:51:715,,,
-0.9644,-0.4029,-1.1827,49.277264,7.033313,2019-05-29 12:03:51:815,,,
-2.0694,-0.9268,4.2807,49.277264,7.033313,2019-05-29 12:03:51:916,,,
-2.1497,-0.9291,-3.1403,49.277264,7.033313,2019-05-29 12:03:52:016,,,
0.8774,-0.6839,-2.5178,49.277264,7.033313,2019-05-29 12:03:52:115,,,
2.8448,1.6332,-0.5226,49.277264,7.033313,2019-05-29 12:03:52:216,,,
4.4067,0.4926,-0.1422,49.277264,7.033313,2019-05-29 12:03:52:315,,,
2.0877,-3.3445,2.9468,49.277264,7.033313,2019-05-29 12:03:52:419,,,
0.2919,-2.8541,2.1739,49.277264,7.033313,2019-05-29 12:03:52:515,,,
-1.0757,-2.2265,-0.866,49.277264,7.033313,2019-05-29 12:03:52:615,,,
-1.8211,-1.4109,-0.2303,49.277264,7.033313,2019-05-29 12:03:52:716,,,
0.755,-0.5815,1.6232,49.277264,7.033313,2019-05-29 12:03:52:815,,,
2.2079,0.2876,-1.4617,49.277264,7.033313,2019-05-29 12:03:52:915,,,
1.0515,-0.2316,-0.5139,49.277264,7.033313,2019-05-29 12:03:53:015,,,
1.1232,-0.4452,0.8203,49.277264,7.033313,2019-05-29 12:03:53:116,,,
1.6324,0.2506,1.812,49.277264,7.033313,2019-05-29 12:03:53:215,,,
0.4659,-2.2065,0.9592,49.277264,7.033313,2019-05-29 12:03:53:316,,,
-0.1838,-1.4404,-1.0727,49.277264,7.033313,2019-05-29 12:03:53:415,,,
-1.0228,0.0581,-1.6481,49.277264,7.033313,2019-05-29 12:03:53:518,,,
-1.6969,-0.3463,2.1193,49.277264,7.033313,2019-05-29 12:03:53:615,,,
-2.6734,0.6379,0.4202,49.277264,7.033313,2019-05-29 12:03:53:716,,,
-3.5244,0.106,-3.1732,49.277264,7.033313,2019-05-29 12:03:53:816,,,
-1.1323,-1.4579,-2.8406,49.277264,7.033313,2019-05-29 12:03:53:916,,,
0.1547,0.5019,1.901,49.277264,7.033313,2019-05-29 12:03:54:015,,,
1.4479,1.9048,0.0898,49.277264,7.033313,2019-05-29 12:03:54:119,,,
0.3661,-0.2704,0.9356,49.277264,7.033313,2019-05-29 12:03:54:216,,,
-1.0989,-0.0813,-1.0107,49.277264,7.033313,2019-05-29 12:03:54:315,,,
0.8855,0.8322,1.364,49.277264,7.033312,2019-05-29 13:01:30:014,0,,
1.0724,0.4594,1.3845,49.277264,7.033312,2019-05-29 13:01:30:115,,,
-0.8677,-0.5393,-1.0154,49.277264,7.033312,2019-05-29 13:01:30:214,,,
-0.8088,-0.9749,-0.5679,49.277264,7.033312,2019-05-29 13:01:30:314,,,
-1.1786,-1.5018,0.2682,49.277264,7.033312,2019-05-29 13:01:30:414,,,
-0.3148,-1.1093,-1.0057,49.277264,7.033312,2019-05-29 13:01:30:515,,,
-0.0166,0.0368,-2.193,49.277264,7.033312,2019-05-29 13:01:30:615,,,
-0.0803,2.2004,0.2624,49.277264,7.033312,2019-05-29 13:01:30:714,,,
0.5112,2.4549,3.6373,49.277264,7.033312,2019-05-29 13:01:30:814,,,
0.4223,1.2431,4.7455,49.277264,7.033312,2019-05-29 13:01:30:915,,,
0.2286,-2.8945,-1.9455,49.277264,7.033312,2019-05-29 13:01:31:015,,,
0.3005,-2.5473,0.6207,49.277264,7.033312,2019-05-29 13:01:31:115,,,
0.1054,-3.3881,0.9941,49.277264,7.033312,2019-05-29 13:01:31:214,,,
-0.0094,-1.7747,-3.4886,49.277264,7.033312,2019-05-29 13:01:31:315,,,
-0.716,0.4212,-0.9021,49.277264,7.033312,2019-05-29 13:01:31:415,,,
-1.2251,2.1781,1.4562,49.277264,7.033312,2019-05-29 13:01:31:514,,,
-0.6101,2.1108,2.3714,49.277264,7.033312,2019-05-29 13:01:31:615,,,
1.7013,-1.4044,-1.0853,49.277264,7.033312,2019-05-29 13:01:31:715,,,
0.9348,-1.4803,-1.2071,49.277264,7.033312,2019-05-29 13:01:31:815,,,
-0.813,-1.0459,-0.2301,49.277264,7.033312,2019-05-29 13:01:31:914,,,
-0.2767,-0.0585,-0.1438,49.277264,7.033312,2019-05-29 13:01:32:014,,,
0.5211,0.5755,0.4264,49.277264,7.033312,2019-05-29 13:01:32:115,,,
0.2161,-0.1304,0.1391,49.277264,7.033312,2019-05-29 13:01:32:215,,,
-1.0094,0.606,1.193,49.277264,7.033312,2019-05-29 13:01:32:314,,,
-0.1435,-0.0611,0.1337,49.277264,7.033312,2019-05-29 13:01:32:414,,,
-0.4546,-0.7563,-0.4373,49.277264,7.033312,2019-05-29 13:01:32:515,,,
0.5655,-1.3271,-0.3067,49.277264,7.033312,2019-05-29 13:01:32:614,,,
-0.0076,-0.9127,0.5063,49.277264,7.033312,2019-05-29 13:01:32:715,,,
0.4807,-1.5626,0.2443,49.277264,7.033312,2019-05-29 13:01:32:817,,,
0.0542,0.1292,0.3889,49.277264,7.033312,2019-05-29 13:01:32:915,,,
0.439,0.8002,0.2593,49.277264,7.033312,2019-05-29 13:01:33:014,,,
0.4009,0.7625,0.3371,49.277264,7.033312,2019-05-29 13:01:33:114,,,
0.8817,-0.0881,0.6207,49.277264,7.033312,2019-05-29 13:01:33:214,,,
-0.5986,-0.5206,-0.4359,49.277264,7.033312,2019-05-29 13:01:33:316,,,
-1.1397,-0.6704,-0.8882,49.277264,7.033312,2019-05-29 13:01:33:414,,,
-0.6058,-0.6275,0.1614,49.277264,7.033312,2019-05-29 13:01:33:514,,,
-0.2103,0.3803,-0.5011,49.277264,7.033312,2019-05-29 13:01:33:615,,,
-0.0481,0.6529,-0.8606,49.277264,7.033312,2019-05-29 13:01:33:715,,,
0.2034,0.5785,0.2964,49.277264,7.033312,2019-05-29 13:01:33:815,,,
-0.3584,0.768,0.7856,49.277264,7.033312,2019-05-29 13:01:33:914,,,
0.0183,0.1063,0.4553,49.277264,7.033312,2019-05-29 13:01:34:015,,,
0.1108,-0.6577,0.4454,49.277264,7.033312,2019-05-29 13:01:34:115,,,
0.6316,-0.8664,-0.0659,49.277264,7.033312,2019-05-29 13:01:34:214,,,
0.3189,-0.93,-0.0316,49.277264,7.033312,2019-05-29 13:01:34:314,,,
-0.0651,-0.0143,-0.3175,49.277264,7.033312,2019-05-29 13:01:34:414,,,
-0.656,0.2356,-0.0387,49.277264,7.033312,2019-05-29 13:01:34:515,,,
-0.2603,0.4541,0.7728,49.277264,7.033312,2019-05-29 13:01:34:615,,,
0.0571,0.4049,0.1491,49.277264,7.033312,2019-05-29 13:01:34:714,,,
-0.26,-0.5309,-0.5099,49.277264,7.033312,2019-05-29 13:01:34:815,,,
-0.8774,-0.5143,-0.5339,49.277264,7.033312,2019-05-29 13:01:34:914,,,
-1.5627,-0.0386,-0.5359,49.277264,7.033312,2019-05-29 13:01:35:015,,,
-0.7176,-0.1802,-0.8164,49.277264,7.033312,2019-05-29 13:01:35:115,,,
-0.6608,0.4404,-0.3768,49.277264,7.033312,2019-05-29 13:01:35:215,,,
-0.0396,0.451,-0.1903,49.277264,7.033312,2019-05-29 13:01:35:315,,,
0.0907,0.7432,1.0317,49.277264,7.033312,2019-05-29 13:01:35:414,,,
0.1385,0.4861,0.6921,49.277264,7.033312,2019-05-29 13:01:35:517,,,
0.1281,-0.4506,-0.0957,49.277264,7.033312,2019-05-29 13:01:35:614,,,
-0.0022,-1.9255,-1.055,49.277264,7.033312,2019-05-29 13:01:35:715,,,
-0.2016,-1.2674,-0.475,49.277264,7.033312,2019-05-29 13:01:35:815,,,
0.1765,-0.4265,1.4936,49.277264,7.033312,2019-05-29 13:01:35:914,,,
-0.6619,0.6457,-0.2124,49.277264,7.033312,2019-05-29 13:01:36:014,,,
-0.4047,-0.1666,-0.7578,49.277264,7.033312,2019-05-29 13:01:36:114,,,
0.947,0.6247,0.6392,49.277264,7.033312,2019-05-29 13:01:36:214,,,
1.2655,0.4222,0.2609,49.277264,7.033312,2019-05-29 13:01:36:315,,,
1.2503,-0.8026,0.6283,49.277264,7.033312,2019-05-29 13:01:36:414,,,
-0.2003,-0.1669,-0.0816,49.277264,7.033312,2019-05-29 13:01:36:515,,,
-1.4349,-0.854,-0.4422,49.277264,7.033312,2019-05-29 13:01:36:615,,,
-1.2,-0.4572,1.0486,49.277264,7.033312,2019-05-29 13:01:36:715,,,
-0.5113,0.5985,-0.1861,49.277264,7.033312,2019-05-29 13:01:36:820,,,
0.2932,0.118,-0.861,49.277264,7.033312,2019-05-29 13:01:36:915,,,
0.4956,-0.1544,-0.091,49.277264,7.033312,2019-05-29 13:01:37:014,,,
0.2014,0.9248,0.5809,49.277264,7.033312,2019-05-29 13:01:37:115,,,
-0.3266,0.7698,0.637,49.277264,7.033312,2019-05-29 13:01:37:215,,,
-0.5961,0.2073,1.3176,49.277264,7.033312,2019-05-29 13:01:37:316,,,
-0.9135,-0.2155,-0.0833,49.277264,7.033312,2019-05-29 13:01:37:415,,,
-0.6691,-1.2072,-0.7383,49.277264,7.033312,2019-05-29 13:01:37:514,,,
-0.1074,-1.5149,-0.6933,49.277264,7.033312,2019-05-29 13:01:37:615,,,
-0.0548,-0.7234,0.4194,49.277264,7.033312,2019-05-29 13:01:37:715,,,
0.1908,0.2443,-0.2275,49.277264,7.033312,2019-05-29 13:01:37:814,,,
0.0699,0.1805,0.1244,49.277264,7.033312,2019-05-29 13:01:37:915,,,
-0.1468,0.3077,-0.4138,49.277264,7.033312,2019-05-29 13:01:38:015,,,
1.0643,0.2407,0.6029,49.277264,7.033312,2019-05-29 13:01:38:115,,,
0.8055,0.7178,-0.0974,49.277264,7.033312,2019-05-29 13:01:38:215,,,
1.4932,0.0452,0.0256,49.277264,7.033312,2019-05-29 13:01:38:314,,,
1.7992,-0.4102,0.1748,49.277264,7.033312,2019-05-29 13:01:38:414,,,
0.9401,-0.4764,-0.1614,49.277264,7.033312,2019-05-29 13:01:38:515,,,
-0.6882,-0.896,-0.7349,49.277264,7.033312,2019-05-29 13:01:38:615,,,
-0.6777,-0.4377,-0.3303,49.277264,7.033312,2019-05-29 13:01:38:714,,,
0.278,-0.0151,0.6179,49.277264,7.033312,2019-05-29 13:01:38:814,,,
-0.0286,0.9806,-0.1989,49.277264,7.033312,2019-05-29 13:01:38:915,,,
0.1356,0.3911,0.4825,49.277264,7.033312,2019-05-29 13:01:39:015,,,
-0.0449,0.4877,0.5501,49.277264,7.033312,2019-05-29 13:01:39:114,,,
-0.3399,0.0434,0.3808,49.277264,7.033312,2019-05-29 13:01:39:214,,,
-0.7823,-0.1341,0.6241,49.277264,7.033312,2019-05-29 13:01:39:315,,,
0.2849,-1.3098,-1.4427,49.277264,7.033312,2019-05-29 13:01:39:416,,,
0.1087,-0.9701,0.6859,49.277264,7.033312,2019-05-29 13:01:39:515,,,
0.5367,0.3117,-0.7334,49.277264,7.033312,2019-05-29 13:01:39:614,,,
0.6847,0.2215,0.4221,49.277264,7.033312,2019-05-29 13:01:39:714,,,
0.543,0.5979,0.5546,49.277264,7.033312,2019-05-29 13:01:39:815,,,
0.6028,0.5367,0.7111,49.277264,7.033312,2019-05-29 13:01:39:915,,,
-0.0167,-0.3027,-0.0745,49.277264,7.033312,2019-05-29 13:01:59:351,0,,
-0.6893,-0.1545,-0.1653,49.277264,7.033312,2019-05-29 13:01:59:451,,,
-1.5962,-0.9054,-0.6817,49.277264,7.033312,2019-05-29 13:01:59:550,,,
-1.0137,-0.6125,0.1565,49.277264,7.033312,2019-05-29 13:01:59:650,,,
-0.3128,0.7987,-0.2409,49.277264,7.033312,2019-05-29 13:01:59:750,,,
0.7274,0.3205,-0.2553,49.277264,7.033312,2019-05-29 13:01:59:850,,,
0.114,-0.0266,-0.1265,49.277264,7.033312,2019-05-29 13:01:59:951,,,
-0.4968,0.4297,-0.7005,49.277264,7.033312,2019-05-29 13:02:00:051,,,
0.3958,0.9369,0.3104,49.277264,7.033312,2019-05-29 13:02:00:150,,,
-0.921,1.3496,3.6257,49.277264,7.033312,2019-05-29 13:02:00:250,,,
-0.5005,-2.0658,-2.2346,49.277264,7.033312,2019-05-29 13:02:00:351,,,
-0.5132,-2.2318,-1.7592,49.277264,7.033312,2019-05-29 13:02:00:450,,,
0.0997,-1.4382,0.7766,49.277264,7.033312,2019-05-29 13:02:00:551,,,
0.4619,-0.4198,0.5824,49.277264,7.033312,2019-05-29 13:02:00:650,,,
-0.7199,1.2662,0.1124,49.277264,7.033312,2019-05-29 13:02:00:750,,,
0.9612,0.4477,-0.4937,49.277264,7.033312,2019-05-29 13:02:00:850,,,
1.528,0.5253,0.5254,49.277264,7.033312,2019-05-29 13:02:00:951,,,
1.9525,0.2931,0.8446,49.277264,7.033312,2019-05-29 13:02:01:051,,,
2.1895,0.0164,1.0086,49.277264,7.033312,2019-05-29 13:02:01:150,,,
0.7407,-0.1607,-0.0765,49.277264,7.033312,2019-05-29 13:02:01:251,,,
-0.6411,-1.787,-0.7934,49.277264,7.033312,2019-05-29 13:02:01:350,,,
-1.5535,-1.2233,-0.5414,49.277264,7.033312,2019-05-29 13:02:01:450,,,
-1.3322,-0.2391,-0.3267,49.277264,7.033312,2019-05-29 13:02:01:551,,,
0.2305,0.8014,-0.3142,49.277264,7.033312,2019-05-29 13:02:01:650,,,
0.475,0.7043,0.2178,49.277264,7.033312,2019-05-29 13:02:01:751,,,
-0.3746,0.4228,0.6063,49.277264,7.033312,2019-05-29 13:02:01:850,,,
-0.2705,-0.4562,0.6299,49.277264,7.033312,2019-05-29 13:02:01:950,,,
-1.2661,-0.1717,0.8896,49.277264,7.033312,2019-05-29 13:02:02:052,,,
0.2011,-1.7994,-1.6469,49.277264,7.033312,2019-05-29 13:02:02:151,,,
0.471,-1.0781,-1.2344,49.277264,7.033312,2019-05-29 13:02:02:250,,,
1.5363,-1.1057,0.9501,49.277264,7.033312,2019-05-29 13:02:02:351,,,
-0.2142,0.9597,-0.466,49.277264,7.033312,2019-05-29 13:02:02:450,,,
0.3004,0.0779,-0.3545,49.277264,7.033312,2019-05-29 13:02:02:550,,,
0.7529,0.6123,0.3604,49.277264,7.033312,2019-05-29 13:02:02:651,,,
1.3606,-0.8104,1.4355,49.277264,7.033312,2019-05-29 13:02:02:750,,,
0.0731,-0.2564,0.0288,49.277264,7.033312,2019-05-29 13:02:02:850,,,
0.1241,-1.0643,-1.057,49.277264,7.033312,2019-05-29 13:02:02:951,,,
-0.8194,-0.4664,-0.0116,49.277264,7.033312,2019-05-29 13:02:03:051,,,
0.0281,-0.2704,0.0674,49.277264,7.033312,2019-05-29 13:02:03:151,,,
0.5939,0.0613,0.7838,49.277264,7.033312,2019-05-29 13:02:03:251,,,
0.1303,0.2988,0.5507,49.277264,7.033312,2019-05-29 13:02:03:351,,,
0.0511,0.0242,-0.3645,49.277264,7.033312,2019-05-29 13:02:03:450,,,
-0.132,-0.456,0.0587,49.277264,7.033312,2019-05-29 13:02:03:550,,,
-0.8759,0.2219,0.4936,49.277264,7.033312,2019-05-29 13:02:03:651,,,
-1.2012,-0.2655,0.7561,49.277264,7.033312,2019-05-29 13:02:03:751,,,
-1.2057,-0.087,0.2898,49.277264,7.033312,2019-05-29 13:02:03:851,,,
-1.0087,-0.2105,-0.2025,49.277264,7.033312,2019-05-29 13:02:03:951,,,
-0.6745,-0.6254,-0.3243,49.277264,7.033312,2019-05-29 13:02:04:050,,,
-0.4318,-0.1129,0.0536,49.277264,7.033312,2019-05-29 13:02:04:150,,,
0.0227,-0.1737,0.0346,49.277264,7.033312,2019-05-29 13:02:04:250,,,
0.6895,-0.0427,-0.0057,49.277264,7.033312,2019-05-29 13:02:04:350,,,
1.3048,-0.082,-0.11,49.277264,7.033312,2019-05-29 13:02:04:451,,,
1.4943,-0.2535,-0.3505,49.277264,7.033312,2019-05-29 13:02:04:551,,,
1.375,-0.6484,-0.0369,49.277264,7.033312,2019-05-29 13:02:04:651,,,
1.0795,-1.2956,0.2751,49.277264,7.033312,2019-05-29 13:02:04:751,,,
1.0432,-1.1719,0.7433,49.277264,7.033312,2019-05-29 13:02:04:851,,,
-0.183,-1.3518,0.6473,49.277264,7.033312,2019-05-29 13:02:04:950,,,
-0.4516,-1.6943,0.1839,49.277264,7.033312,2019-05-29 13:02:05:051,,,
0.3428,-1.8291,-0.1238,49.277264,7.033312,2019-05-29 13:02:05:150,,,
0.1855,-1.3944,0.7521,49.277264,7.033312,2019-05-29 13:02:05:251,,,
-0.6568,-1.1478,0.5206,49.277264,7.033312,2019-05-29 13:02:05:351,,,
-1.8131,-0.3526,-0.0208,49.277264,7.033312,2019-05-29 13:02:05:451,,,
-1.6565,-0.3443,0.0793,49.277264,7.033312,2019-05-29 13:02:05:550,,,
-1.0647,-0.6449,0.7105,49.277264,7.033312,2019-05-29 13:02:05:651,,,
-0.7842,-0.414,0.2472,49.277264,7.033312,2019-05-29 13:02:05:751,,,
-0.8821,0.299,-0.2426,49.277264,7.033312,2019-05-29 13:02:05:850,,,
-0.4697,-0.2968,-0.1623,49.277264,7.033312,2019-05-29 13:02:05:951,,,
-0.4301,0.3997,0.2568,49.277264,7.033312,2019-05-29 13:02:06:051,,,
-0.3106,0.2158,0.8198,49.277264,7.033312,2019-05-29 13:02:06:150,,,
-0.6117,-0.0046,0.7716,49.277264,7.033312,2019-05-29 13:02:06:251,,,
-0.823,-0.3637,-0.0615,49.277264,7.033312,2019-05-29 13:02:06:350,,,
0.3808,-1.6201,-0.1043,49.277264,7.033312,2019-05-29 13:02:06:451,,,
0.2907,-1.3508,0.1326,49.277264,7.033312,2019-05-29 13:02:06:551,,,
0.316,-0.3419,-0.5067,49.277264,7.033312,2019-05-29 13:02:06:651,,,
-0.1524,0.1535,0.2129,49.277264,7.033312,2019-05-29 13:02:06:750,,,
0.2666,0.3406,0.3147,49.277264,7.033312,2019-05-29 13:02:06:851,,,
0.3673,0.82,-0.0063,49.277264,7.033312,2019-05-29 13:02:06:951,,,
1.2927,0.3905,0.2796,49.277264,7.033312,2019-05-29 13:02:07:050,,,
0.3008,-0.3612,0.9122,49.277264,7.033312,2019-05-29 13:02:07:151,,,
-1.2849,-1.2494,-0.3117,49.277264,7.033312,2019-05-29 13:02:07:250,,,
-1.762,-1.2088,-0.0957,49.277264,7.033312,2019-05-29 13:02:07:350,,,
-0.8002,-0.3723,-0.4299,49.277264,7.033312,2019-05-29 13:02:07:450,,,
-0.3269,0.109,-0.1491,49.277264,7.033312,2019-05-29 13:02:07:550,,,
0.1156,0.0062,-0.0998,49.277264,7.033312,2019-05-29 13:02:07:650,,,
-0.3008,0.2453,-0.1025,49.277264,7.033312,2019-05-29 13:02:07:750,,,
-0.3915,0.4664,0.2786,49.277264,7.033312,2019-05-29 13:02:07:850,,,
-0.654,0.5282,0.215,49.277264,7.033312,2019-05-29 13:02:07:951,,,
-0.1389,0.7979,0.1469,49.277264,7.033312,2019-05-29 13:02:08:050,,,
-0.9161,-0.0727,-0.238,49.277264,7.033312,2019-05-29 13:02:08:151,,,
0.0745,0.3145,0.2686,49.277264,7.033312,2019-05-29 13:01:53:824,,,
-0.1664,0.439,0.2892,49.277264,7.033312,2019-05-29 13:01:53:923,,,
0.9001,-0.4683,0.2381,49.277264,7.033312,2019-05-29 13:01:54:023,,,
1.4802,-0.7515,0.3322,49.277264,7.033312,2019-05-29 13:01:54:124,,,
1.0788,-1.6485,-0.5271,49.277264,7.033312,2019-05-29 13:01:54:223,,,
0.5545,-0.9761,0.7003,49.277264,7.033312,2019-05-29 13:01:54:324,,,
0.0266,-0.322,-0.451,49.277264,7.033312,2019-05-29 13:01:54:424,,,
0.1433,0.0634,-0.1047,49.277264,7.033312,2019-05-29 13:01:54:523,,,
0.6019,0.7159,0.1487,49.277264,7.033312,2019-05-29 13:01:54:623,,,
1.1856,0.5931,0.2984,49.277264,7.033312,2019-05-29 13:01:54:724,,,
0.7867,0.3826,0.4365,49.277264,7.033312,2019-05-29 13:01:54:824,,,
0.0193,0.5418,0.4171,49.277264,7.033312,2019-05-29 13:02:12:416,0,,
-0.5439,0.5053,0.5154,49.277264,7.033312,2019-05-29 13:02:12:515,,,
0.4154,-1.0339,-0.008,49.277264,7.033312,2019-05-29 13:02:12:615,,,
0.3395,-1.0284,0.0401,49.277264,7.033312,2019-05-29 13:02:12:716,,,
0.0389,-0.4285,-0.199,49.277264,7.033312,2019-05-29 13:02:12:815,,,
0.4397,-0.5286,0.1352,49.277264,7.033312,2019-05-29 13:02:12:917,,,
0.0891,-0.1478,-0.1032,49.277264,7.033312,2019-05-29 13:02:13:015,,,
-0.0875,0.1776,-0.0489,49.277264,7.033312,2019-05-29 13:02:13:116,,,
1.114,0.4904,0.1147,49.277264,7.033312,2019-05-29 13:02:13:218,,,
1.3932,0.6415,0.6405,49.277264,7.033312,2019-05-29 13:02:13:315,,,
0.9619,-0.0813,1.3599,49.277264,7.033312,2019-05-29 13:02:13:416,,,
-0.6415,-0.8601,-0.5241,49.277264,7.033312,2019-05-29 13:02:13:516,,,
-1.5085,-1.0557,-0.7786,49.277264,7.033312,2019-05-29 13:02:13:616,,,
-0.7736,-0.8871,-0.7527,49.277264,7.033312,2019-05-29 13:02:13:715,,,
-0.3665,0.6766,0.3018,49.277264,7.033312,2019-05-29 13:02:13:815,,,
0.2321,-0.0138,0.1225,49.277264,7.033312,2019-05-29 13:02:13:916,,,
-0.1715,0.5442,-0.3482,49.277264,7.033312,2019-05-29 13:02:14:015,,,
-0.5962,0.6236,0.1488,49.277264,7.033312,2019-05-29 13:02:14:115,,,
0.1358,0.0968,1.3965,49.277264,7.033312,2019-05-29 13:02:14:216,,,
-1.1036,-0.0391,0.9692,49.277264,7.033312,2019-05-29 13:02:14:315,,,
0.073,-1.2773,-0.9191,49.277264,7.033312,2019-05-29 13:02:14:416,,,
0.6329,-1.3845,-0.5319,49.277264,7.033312,2019-05-29 13:02:14:515,,,
0.7258,-1.1156,0.1078,49.277264,7.033312,2019-05-29 13:02:14:616,,,
0.0248,0.6944,-0.1286,49.277264,7.033312,2019-05-29 13:02:14:715,,,
0.0378,0.1739,0.0844,49.277264,7.033312,2019-05-29 13:02:14:816,,,
0.7419,0.321,-0.0459,49.277264,7.033312,2019-05-29 13:02:14:915,,,
1.4195,0.3068,0.4583,49.277264,7.033312,2019-05-29 13:02:15:015,,,
1.3128,0.572,0.6481,49.277264,7.033312,2019-05-29 13:02:15:115,,,
0.708,-0.4701,0.7597,49.277264,7.033312,2019-05-29 13:02:15:216,,,
-0.817,-0.9457,-0.3753,49.277264,7.033312,2019-05-29 13:02:15:315,,,
-1.0926,-1.4619,-0.468,49.277264,7.033312,2019-05-29 13:02:15:415,,,
-0.0778,-0.6393,0.0918,49.277264,7.033312,2019-05-29 13:02:15:516,,,
0.3389,0.6085,0.1032,49.277264,7.033312,2019-05-29 13:02:15:615,,,
0,0,0,49.277264,7.033312,2019-05-29 13:02:15:715,,,
-0.1831,0.3376,0.1261,49.277264,7.033312,2019-05-29 13:02:15:816,,,
-0.0823,-0.2258,0.8869,49.277264,7.033312,2019-05-29 13:02:15:915,,,
-0.2673,0.5462,1.0014,49.277264,7.033312,2019-05-29 13:02:16:015,,,
0.7536,-1.2362,-0.7769,49.277264,7.033312,2019-05-29 13:02:16:115,,,
1.0098,-1.6257,-1.1143,49.277264,7.033312,2019-05-29 13:02:16:215,,,
0.6342,-0.8938,-0.1788,49.277264,7.033312,2019-05-29 13:02:16:316,,,
0.8786,0.0449,-0.0863,49.277264,7.033312,2019-05-29 13:02:16:415,,,
0.0761,0.2401,-0.5382,49.277264,7.033312,2019-05-29 13:02:16:515,,,
0.1867,0.4157,0.2321,49.277264,7.033312,2019-05-29 13:02:16:616,,,
0.6032,0.9104,0.2182,49.277264,7.033312,2019-05-29 13:02:16:716,,,
1.1741,0.4743,0.6115,49.277264,7.033312,2019-05-29 13:02:16:816,,,
0.2952,-0.3737,0.1829,49.277264,7.033312,2019-05-29 13:02:16:916,,,
-0.7961,-0.573,-0.2391,49.277264,7.033312,2019-05-29 13:02:17:015,,,
-1.1623,-1.4833,-0.7014,49.277264,7.033312,2019-05-29 13:02:17:115,,,
